Folder,Program,Time
simple_operations,filter_count.py,35.11630296707153
simple_operations,filter_count.py,36.413485527038574
simple_operations,filter_count.py,65.10336232185364
simple_operations,filter_count.py,45.63777780532837
simple_operations,filter_count.py,42.62380313873291
simple_operations,filter_count.py,46.464272022247314
simple_operations,filter_count.py,53.84253692626953
simple_operations,filter_count.py,36.427040815353394
simple_operations,filter_reduce.py,70.87950420379639
simple_operations,filter_reduce.py,79.1074275970459
simple_operations,filter_reduce.py,71.88734745979309
simple_operations,filter_reduce.py,73.30376172065735
simple_operations,filter_reduce.py,85.19829893112183
simple_operations,filter_reduce.py,111.95882630348206
simple_operations,filter_reduce.py,76.31606888771057
simple_operations,filter_reduce.py,90.83737540245056
simple_operations,filter_reduce.py,81.76918363571167
simple_operations,filter_reduce.py,80.5488691329956
simple_operations,map_reduce.py,59.70759701728821
simple_operations,map_reduce.py,66.6287248134613
simple_operations,map_reduce.py,58.13003659248352
simple_operations,map_reduce.py,66.3712317943573
simple_operations,map_reduce.py,72.66570782661438
simple_operations,map_reduce.py,85.67548036575317
simple_operations,map_reduce.py,61.146931171417236
simple_operations,map_reduce.py,64.00705862045288
simple_operations,map_reduce.py,70.6198673248291
simple_operations,map_reduce.py,71.54606747627258
simple_operations,map_sum.py,83.30223751068115
simple_operations,map_sum.py,80.13142347335815
simple_operations,map_sum.py,98.19759225845337
simple_operations,map_sum.py,106.78148889541626
simple_operations,map_sum.py,87.13312840461731
simple_operations,map_sum.py,77.18572115898132
simple_operations,map_sum.py,72.37698364257812
simple_operations,map_sum.py,80.91137099266052
simple_operations,map_sum.py,74.77125334739685
simple_operations,map_sum.py,86.52426981925964
simple_operations,multiple_loop.py,46.41825890541077
simple_operations,multiple_loop.py,42.98978352546692
simple_operations,multiple_loop.py,94.36183643341064
simple_operations,multiple_loop.py,59.62974572181702
simple_operations,multiple_loop.py,53.856590032577515
simple_operations,multiple_loop.py,44.19354224205017
simple_operations,multiple_loop.py,41.971436738967896
simple_operations,multiple_loop.py,44.08282732963562
simple_operations,multiple_loop.py,56.78870630264282
simple_operations,multiple_loop.py,54.97054481506348
simple_operations,reduce.py,48.53657817840576
simple_operations,reduce.py,45.37090563774109
simple_operations,reduce.py,63.67200565338135
simple_operations,reduce.py,45.70190787315369
simple_operations,reduce.py,46.433371782302856
simple_operations,reduce.py,55.78414821624756
simple_operations,reduce.py,45.744218587875366
simple_operations,reduce.py,55.156585454940796
simple_operations,reduce.py,61.71074438095093
simple_operations,reduce.py,62.953768730163574
